AVG,Var
1401.8,0.369
1410.0,0.302
1423.8,0.273
1388.6,0.201
1446.6,0.344
1377.8,0.968
1375.6,0.551
1354.8,0.643
1332.0,0.124
1348.2,0.028
1361.6,0.083
1401.2,0.208
1460.2,0.655
1391.6,1.084
1398.2,0.89
1443.2,1.14
1400.2,0.628
1461.0,0.396
1470.6,0.117
1433.6,0.18
1434.4,0.164
1420.0,0.039
1381.0,0.121
1390.2,0.079
1409.8,0.171
1387.2,0.124
1327.4,0.976
1404.8,1.122
1360.4,0.811
1320.2,0.977
1530.8,4.196
1436.6,2.922
1408.6,3.362
1421.0,3.071
1419.2,1.03
1277.6,2.505
1424.2,3.351
1443.6,2.838
1436.8,2.727
1509.6,0.112
1430.4,0.621
1344.4,1.733
1358.8,0.88
1322.8,0.407
1378.2,1.062
1374.8,0.312
1396.6,0.282
1384.2,0.302
1379.4,0.108
1389.2,0.047
1366.8,0.06
1405.8,0.138
1398.0,0.101
1380.6,0.146
1398.2,0.084
1401.6,0.074
1368.0,0.141
1351.2,0.263
1333.0,0.239
1362.2,0.395
1358.6,0.269
1370.0,0.186
1394.2,0.06
1370.0,0.021
1384.8,0.038
1386.8,0.026
1405.8,0.102
1414.2,0.028
1486.2,0.757
1440.0,0.634
1453.4,0.531
1437.8,0.636
1405.4,0.049
1437.6,0.109
1422.8,0.074
1415.4,0.1
1404.8,0.147
1366.6,0.129
1399.6,0.251
1395.4,0.188
1419.2,0.239
1517.6,0.943
1540.6,0.83
1409.4,3.926
1412.2,3.134
1274.4,3.175
1293.0,1.378
1335.8,1.13
1336.6,1.067
1391.6,0.029
1334.0,0.411
1502.6,4.34
1355.6,4.441
1410.4,3.777
1549.4,4.474
1447.6,2.505
1506.6,0.866
1473.8,1.367
1414.2,0.218
1379.0,0.268
1374.4,0.048
1395.0,0.134
1354.0,0.264
1360.2,0.217
1331.2,0.284
1309.4,0.02
1324.6,0.044
1340.0,0.125
1388.0,0.348
1337.4,0.582
1354.4,0.417
1346.8,0.404
1353.2,0.346
1379.4,0.098
1373.4,0.08
1347.6,0.306
1358.4,0.158
1392.0,0.52
1404.0,0.46
1374.8,0.566
1379.4,0.459
1321.6,0.462
1379.2,1.009
1348.6,0.627
1330.0,0.735
1361.0,0.531
1338.6,0.107
1343.2,0.088
1347.6,0.022
1395.0,0.296
1402.8,0.253
1383.8,0.276
1372.2,0.398
1289.4,0.989
1324.2,0.631
1332.2,0.693
1310.6,0.622
1384.6,0.215
1350.8,0.223
1409.0,0.753
1368.2,0.66
1384.0,0.513
1411.6,0.443
1355.2,0.254
1389.2,0.119
1379.4,0.118
1359.2,0.057
1440.4,0.695
1385.0,0.634
1409.6,0.541
1382.4,0.764
1423.8,0.879
1402.8,0.513
1529.0,2.706
1534.8,1.115
1630.0,2.364
1583.0,1.723
1433.8,4.407
1498.4,3.184
1370.2,1.239
1388.0,1.201
1508.4,1.3
1451.6,0.916
1732.6,8.706
1647.4,5.129
1544.0,7.953
1519.6,8.721
1385.2,0.691
1366.6,0.15
1380.4,0.115
1386.2,0.029
1372.6,0.097
1391.6,0.102
1364.8,0.097
1338.6,0.213
1414.6,0.718
1405.2,0.567
1387.0,0.573
1461.8,0.398
1382.6,0.622
1388.0,0.446
1363.0,0.626
1334.8,0.088
1393.0,0.445
1388.6,0.353
1375.8,0.323
1347.6,0.686
1312.4,0.325
1291.2,0.05
1311.8,0.185
1354.8,0.366
1409.4,0.54
1396.0,0.256
1448.2,0.283
1452.2,0.242
1482.2,0.51
1471.4,0.214
1415.4,0.793
1394.4,0.744
1305.4,0.595
1297.4,0.159
1379.8,1.399
1337.0,0.945
1398.0,0.606
1358.4,0.966
