G,T,D,S
1394,430.0,0,0
2409,430.0,0,0
5295,430.0,0,5295
3124,430.0,4127,0
1334,430.0,0,0
764,430.0,0,0
843,430.0,0,0
907,430.0,0,0
873,430.0,143,0
2078,430.0,0,0
3259,430.0,0,3259
2276,430.0,2386,0
1673,430.0,0,0
1160,430.0,0,0
1108,430.0,0,0
1083,430.0,0,0
1669,430.0,0,0
2540,430.0,0,0
2671,430.0,0,2671
2130,430.0,1588,0
940,430.0,0,0
350,430.0,0,0
693,430.0,0,0
1239,430.0,0,0
1065,430.0,889,0
1498,430.0,0,0
3575,430.0,0,0
3637,430.0,0,3637
1441,330.0,2572,0
714,330.0,0,0
1161,330.0,0,0
1364,330.0,0,0
1108,330.0,650,0
1324,330.0,0,0
3882,330.0,0,3882
3379,430.0,2774,0
1555,430.0,0,0
991,430.0,0,0
759,430.0,0,0
900,430.0,0,0
876,430.0,0,0
515,430.0,0,0
4179,430.0,0,4179
3827,430.0,3664,0
1779,430.0,0,0
901,430.0,0,0
1016,430.0,0,0
1317,430.0,0,0
1023,430.0,416,0
925,430.0,0,0
2911,430.0,0,0
4091,430.0,0,4091
1712,430.0,3166,0
489,430.0,0,0
639,430.0,0,0
779,430.0,0,0
767,430.0,290,0
630,430.0,0,0
2106,430.0,0,0
5528,430.0,0,5528
1959,430.0,4898,0
963,430.0,0,0
836,430.0,0,0
1174,430.0,0,0
1054,430.0,338,0
1216,430.0,0,0
1981,430.0,0,0
4009,430.0,0,4009
2650,430.0,2955,0
1428,430.0,0,0
1013,430.0,0,0
741,430.0,0,0
806,430.0,0,0
601,430.0,0,0
1501,430.0,0,0
5060,430.0,0,5060
2459,430.0,4459,0
1097,430.0,0,0
830,430.0,0,0
1334,430.0,0,0
1415,430.0,0,0
1048,430.0,585,0
1308,430.0,0,0
4517,430.0,0,4517
2712,430.0,3469,0
1026,430.0,0,0
804,430.0,0,0
792,430.0,0,0
617,430.0,0,0
402,430.0,0,0
1396,430.0,0,0
4269,430.0,0,4269
2333,430.0,3867,0
961,430.0,0,0
589,430.0,0,0
977,430.0,0,0
1413,430.0,0,0
1265,430.0,824,0
1391,430.0,0,0
4671,430.0,0,4671
3234,430.0,3406,0
1452,430.0,0,0
275,430.0,0,0
563,430.0,0,0
703,430.0,0,0
734,430.0,0,734
657,430.0,459,0
3303,430.0,0,0
4354,430.0,0,0
1623,430.0,3697,0
963,430.0,0,0
1096,430.0,0,0
1459,430.0,0,1459
1174,230.0,496,0
1337,230.0,0,0
4154,230.0,0,0
3537,230.0,2980,0
1395,230.0,0,0
547,230.0,0,0
820,230.0,0,0
848,230.0,0,848
775,230.0,301,0
482,230.0,0,0
4458,230.0,0,0
4088,230.0,3976,0
1814,230.0,0,0
1115,230.0,0,0
1260,230.0,0,0
1544,230.0,0,1544
1330,230.0,429,0
1120,230.0,0,0
4309,230.0,0,0
3677,230.0,3189,0
1171,230.0,0,0
374,230.0,0,0
777,230.0,0,0
996,230.0,0,996
829,230.0,622,0
966,230.0,0,0
4152,230.0,0,0
3185,230.0,3323,0
1496,230.0,0,0
778,230.0,0,0
1222,230.0,0,0
1430,230.0,0,1430
1266,230.0,652,0
1722,230.0,0,0
4110,230.0,0,0
3852,230.0,2844,0
1467,230.0,0,0
973,230.0,0,0
1077,230.0,0,0
1076,230.0,104,0
780,230.0,0,0
860,230.0,0,0
4644,230.0,0,4644
3708,230.0,3864,0
2027,230.0,0,0
1116,230.0,0,0
1177,230.0,0,0
1376,230.0,0,0
1174,230.0,260,0
1186,230.0,0,0
3449,230.0,0,0
3678,230.0,0,3678
1472,430.0,2504,0
455,430.0,0,0
737,430.0,0,0
870,430.0,0,0
814,430.0,415,0
851,430.0,0,0
3000,430.0,0,0
3914,430.0,0,3914
1583,430.0,3100,0
948,430.0,0,0
853,430.0,0,0
1254,430.0,0,0
1268,430.0,0,0
1338,430.0,0,0
2944,430.0,0,0
3661,430.0,0,3661
1353,430.0,2808,0
772,430.0,0,0
924,430.0,0,0
845,430.0,0,0
619,430.0,0,0
577,430.0,0,0
3892,430.0,0,0
3915,430.0,0,3915
1614,430.0,3338,0
829,430.0,0,0
845,430.0,0,0
1297,430.0,0,0
1211,430.0,468,0
1142,430.0,0,0
2944,430.0,0,0
3925,430.0,0,3925
1704,430.0,2783,0
651,430.0,0,0
815,430.0,0,0
765,430.0,0,0
655,430.0,0,0
386,430.0,0,0
3294,430.0,0,0
4523,430.0,0,4523
1775,430.0,4137,0
1011,430.0,0,0
1300,430.0,0,0
1226,430.0,289,0
957,430.0,0,0
969,430.0,0,0
2583,430.0,0,0
4118,430.0,0,4118
2051,430.0,3161,0
661,430.0,0,0
417,430.0,0,0
678,430.0,0,0
800,430.0,0,0
692,430.0,383,0
903,430.0,0,0
4378,430.0,0,4378
3173,430.0,3686,0
1438,430.0,0,0
749,430.0,0,0
997,430.0,0,0
1208,430.0,0,0
967,430.0,459,0
1412,430.0,0,0
3016,430.0,0,3016
2813,430.0,2049,0
1299,430.0,0,0
