G,T
1561,130.0
1786,130.0
1703,130.0
1565,130.0
1426,130.0
1283,130.0
1118,130.0
1055,130.0
1063,130.0
964,130.0
1096,130.0
1097,130.0
1195,130.0
1435,130.0
1461,130.0
1638,130.0
1537,130.0
1573,130.0
1413,130.0
1272,130.0
1451,130.0
1413,130.0
1516,130.0
1537,130.0
1520,130.0
1815,130.0
1754,130.0
1520,130.0
1440,130.0
1080,130.0
1143,130.0
1030,130.0
1065,130.0
956,130.0
1168,130.0
982,130.0
1300,130.0
1478,130.0
1501,130.0
1560,130.0
1613,130.0
1534,130.0
1326,130.0
1268,130.0
1412,130.0
1335,130.0
1541,130.0
1482,130.0
1695,130.0
1786,130.0
1606,130.0
1444,130.0
1334,130.0
1180,130.0
1038,130.0
1062,130.0
1143,130.0
1081,130.0
1194,130.0
1008,130.0
1365,130.0
1473,130.0
1502,130.0
1522,130.0
1466,130.0
1379,130.0
1258,130.0
1243,130.0
1397,130.0
1509,130.0
1684,130.0
1391,130.0
1718,130.0
1740,130.0
1639,130.0
1473,130.0
1315,130.0
1155,130.0
931,130.0
870,130.0
929,130.0
964,130.0
1325,130.0
1242,130.0
1582,130.0
1549,130.0
1446,130.0
1494,130.0
1439,130.0
1443,130.0
1325,130.0
1345,130.0
1397,130.0
1327,130.0
1848,130.0
1810,130.0
1988,130.0
1806,130.0
1615,130.0
1486,130.0
1510,130.0
1455,130.0
1287,130.0
1254,130.0
1012,130.0
934,130.0
735,130.0
862,130.0
1039,130.0
1197,130.0
1717,130.0
1962,130.0
1841,130.0
1561,130.0
1600,130.0
1586,130.0
1517,130.0
1742,130.0
1640,130.0
1609,130.0
1723,130.0
1623,130.0
1597,130.0
1613,130.0
1520,130.0
1316,130.0
1160,130.0
1070,130.0
943,130.0
1085,130.0
1053,230.0
1355,230.0
1547,230.0
1543,230.0
1639,230.0
1829,230.0
1790,230.0
1612,230.0
1431,230.0
1443,230.0
1464,230.0
1744,230.0
1478,130.0
1728,130.0
1804,130.0
1674,130.0
1506,130.0
1367,130.0
1205,130.0
1035,130.0
1034,130.0
1005,130.0
1026,130.0
1092,130.0
1096,130.0
1365,130.0
1416,130.0
1409,130.0
1570,130.0
1632,130.0
1554,130.0
1361,130.0
1471,130.0
1423,130.0
1604,130.0
1538,130.0
1610,130.0
1830,130.0
1825,130.0
1635,130.0
1425,130.0
1267,130.0
1072,130.0
929,130.0
883,130.0
844,130.0
983,130.0
1079,130.0
1374,130.0
1681,130.0
1537,130.0
1338,130.0
1299,130.0
1450,130.0
1419,130.0
1265,130.0
1336,130.0
1405,130.0
1672,130.0
1397,200.0
1549,200.0
1629,200.0
1596,200.0
1544,200.0
1470,200.0
1290,200.0
1168,200.0
1149,200.0
1098,200.0
1020,200.0
1197,200.0
1027,130.0
1209,130.0
1287,130.0
1275,130.0
1394,130.0
1492,130.0
1445,130.0
1377,130.0
1526,130.0
1514,130.0
1684,130.0
1444,130.0
1553,130.0
1765,130.0
1646,130.0
1709,130.0
1666,130.0
1414,130.0
1111,130.0
908,130.0
712,130.0
732,130.0
1002,130.0
