G,T,D,S
1643,430.0,0,0
1721,430.0,0,0
2275,430.0,0,0
1807,430.0,632,0
1492,430.0,0,0
2216,430.0,0,0
6600,430.0,0,6600
4559,430.0,5108,0
1931,430.0,0,0
540,430.0,0,0
970,430.0,0,0
1130,430.0,0,0
839,430.0,590,0
715,430.0,0,0
2675,430.0,0,0
5584,430.0,0,5584
2640,430.0,4869,0
1465,430.0,0,0
1795,430.0,0,0
1997,430.0,0,0
1625,430.0,532,0
1405,430.0,0,0
2580,430.0,0,0
7329,430.0,0,7329
4447,430.0,5924,0
1431,430.0,0,0
628,430.0,0,0
805,430.0,0,0
980,430.0,0,0
1161,430.0,0,0
1273,430.0,0,0
4201,430.0,0,0
4644,430.0,0,4644
1913,430.0,4016,0
1164,430.0,0,0
1494,430.0,0,0
1806,430.0,0,0
1552,430.0,642,0
1680,430.0,0,0
4001,430.0,0,0
6694,430.0,0,6694
3034,430.0,5142,0
1072,430.0,0,0
634,430.0,0,0
780,430.0,0,0
777,430.0,0,0
738,430.0,0,0
1104,430.0,0,0
4368,430.0,0,4368
3890,430.0,3630,0
2396,430.0,0,0
1137,430.0,0,0
706,430.0,0,0
685,430.0,0,0
730,430.0,0,0
767,430.0,0,0
982,430.0,0,0
1340,430.0,0,0
2537,430.0,0,0
3523,430.0,0,3523
3035,430.0,2838,0
1917,430.0,0,0
1271,430.0,0,0
1216,430.0,0,0
1199,430.0,0,0
1518,430.0,0,0
1709,430.0,0,1709
1572,430.0,510,0
1324,430.0,0,0
1186,430.0,0,0
946,430.0,0,0
923,430.0,0,0
991,430.0,0,0
1528,430.0,0,1528
1397,230.0,605,0
812,230.0,0,0
919,230.0,0,0
1156,230.0,0,0
1242,230.0,0,0
